id,txn_date,customer_id,direction,amount,currency,base_amount,country_iso2,payer_sort_code,payee_sort_code,channel,narrative
TX00034,2025-09-09,CUST007,out,2184.92,EUR,2736.53,DE,94-15-92,48-64-39,card,crypto
TX00035,2025-03-17,CUST013,out,2794.34,GBP,2794.34,FR,95-48-86,32-78-72,cash,crypto
TX00036,2025-07-08,CUST001,out,1470.22,USD,1722.3,DE,69-56-56,96-27-65,cash,loan repayment
TX00037,2024-12-26,CUST003,out,2601.49,EUR,2787.64,AE,40-86-39,38-25-18,bank_transfer,
TX00038,2025-02-03,CUST016,in,2304.31,EUR,2408.93,FR,73-51-31,28-83-88,bank_transfer,loan repayment
TX00039,2024-11-24,CUST014,in,920.64,EUR,930.56,GB,81-31-15,68-17-59,card,salary
TX00040,2025-07-14,CUST020,out,4752.7,USD,5073.94,FR,80-57-20,70-57-33,bank_transfer,loan repayment
TX00041,2025-08-23,CUST009,out,3152.4,USD,3038.67,US,40-34-42,50-69-10,bank_transfer,consultancy
TX00042,2025-01-27,CUST013,in,3546.77,GBP,3546.77,FR,62-42-69,69-53-07,bank_transfer,loan repayment
TX00043,2025-05-04,CUST013,in,4290.82,EUR,3982.86,GB,55-38-96,59-53-68,card,invoice
TX00044,2025-07-07,CUST020,in,2466.74,USD,2371.77,GB,59-43-85,96-51-92,bank_transfer,loan repayment
TX00045,2025-05-28,CUST005,in,4539.3,EUR,4714.68,GB,20-82-54,27-59-23,bank_transfer,gift
TX00046,2025-04-13,CUST011,in,2300.76,USD,2661.38,FR,45-96-53,42-10-60,bank_transfer,invoice
TX00047,2025-07-04,CUST002,out,1159.9,GBP,1159.9,GB,13-31-25,12-79-19,bank_transfer,consultancy
TX00048,2025-05-31,CUST004,in,2351.92,USD,2728.55,RU,87-77-95,24-99-20,cash,
TX00049,2025-07-24,CUST001,out,2900.19,USD,2720.36,TR,19-75-88,90-31-13,card,loan repayment
TX00050,2025-03-04,CUST020,in,3991.32,EUR,4668.17,DE,78-54-84,57-08-64,card,gift
TX00051,2024-10-07,CUST014,out,572.42,USD,618.99,NG,29-55-22,76-83-34,card,loan repayment
TX00052,2025-07-03,CUST016,out,2206.09,EUR,2328.49,DE,41-11-35,67-31-96,cash,salary
TX00053,2025-08-09,CUST013,out,192.06,USD,155.4,TR,55-33-43,45-76-89,cash,salary
TX00054,2024-10-06,CUST017,in,473.78,EUR,447.18,TR,98-60-82,72-57-02,bank_transfer,gift
TX00055,2025-01-22,CUST013,in,1565.72,EUR,1442.67,DE,64-95-70,52-45-89,cash,gift
TX00056,2025-03-06,CUST009,in,647.25,GBP,647.25,DE,25-95-68,98-23-24,bank_transfer,invoice
TX00057,2025-06-05,CUST009,out,4903.53,GBP,4903.53,US,39-46-22,48-01-90,card,consultancy
TX00058,2025-02-18,CUST002,in,2789.13,EUR,3532.3,NG,23-01-73,46-60-61,cash,gift
TX00059,2025-01-03,CUST002,out,4708.26,USD,3618.07,AE,61-62-09,83-80-87,bank_transfer,consultancy
TX00060,2024-12-16,CUST019,out,471.65,GBP,471.65,AE,81-97-53,87-76-79,bank_transfer,loan repayment
TX00061,2025-06-25,CUST013,out,4547.1,USD,5529.73,FR,49-72-79,17-78-94,bank_transfer,loan repayment
TX00062,2025-01-15,CUST007,out,3319.12,GBP,3319.12,TR,32-70-09,30-00-52,cash,invoice
TX00063,2025-08-01,CUST016,out,211.57,USD,237.84,NG,19-87-29,43-80-75,card,loan repayment
TX00064,2025-01-10,CUST014,in,2745.58,EUR,2167.34,US,28-09-07,31-39-76,card,loan repayment
TX00065,2025-07-19,CUST010,out,665.55,EUR,587.32,FR,44-64-69,73-56-10,card,
TX00066,2025-05-10,CUST011,out,178.03,GBP,178.03,GB,96-34-73,15-97-96,bank_transfer,crypto
TX00067,2025-06-23,CUST015,out,948.37,EUR,911.89,NG,21-60-44,62-42-41,card,
TX00068,2024-12-22,CUST011,out,3483.68,USD,3823.51,FR,80-04-58,21-40-32,cash,
TX00069,2025-04-25,CUST017,in,3305.42,EUR,3230.01,GB,34-66-46,89-96-63,card,crypto
TX00070,2024-10-27,CUST007,out,2768.64,USD,2665.84,NG,25-03-80,87-30-90,bank_transfer,gift
TX00071,2025-07-10,CUST001,out,511.39,GBP,511.39,NG,25-82-19,73-91-37,card,invoice
TX00072,2025-02-17,CUST014,out,4902.21,GBP,4902.21,NG,80-18-49,34-76-65,card,consultancy
TX00073,2024-11-05,CUST009,out,1732.38,EUR,1490.37,GB,46-92-38,85-74-84,cash,loan repayment
TX00074,2024-12-16,CUST015,out,1758.36,EUR,2035.69,FR,68-41-24,99-30-73,cash,consultancy
TX00075,2025-04-29,CUST002,out,3736.29,EUR,4663.11,FR,59-84-83,29-63-04,bank_transfer,salary
TX00076,2025-07-30,CUST011,in,4377.24,USD,3325.95,NG,11-92-18,62-83-19,bank_transfer,crypto
TX00077,2025-02-13,CUST011,out,3266.69,USD,3957.28,FR,50-80-91,72-69-04,card,
TX00078,2025-01-29,CUST010,in,3746.49,USD,4821.74,AE,66-21-88,48-03-05,cash,loan repayment
TX00079,2024-10-29,CUST010,out,1905.46,GBP,1905.46,TR,77-52-72,97-23-21,bank_transfer,
TX00080,2025-08-09,CUST013,in,2513.45,EUR,1975.25,NG,91-32-58,42-85-01,cash,gift
TX00081,2025-09-12,CUST018,in,415.62,USD,537.23,US,91-54-88,42-58-38,bank_transfer,crypto
TX00082,2025-06-05,CUST004,in,1937.75,USD,2024.73,US,12-84-50,45-01-72,card,loan repayment
TX00083,2024-10-26,CUST020,out,4172.55,USD,4862.88,TR,87-45-28,91-24-79,cash,invoice
TX00084,2025-09-03,CUST005,in,4521.85,EUR,3272.25,NG,14-74-46,26-11-37,cash,invoice
TX00085,2025-05-01,CUST006,in,704.19,EUR,863.25,DE,77-64-34,31-32-61,cash,invoice
TX00086,2025-03-23,CUST004,out,4816.32,GBP,4816.32,TR,96-92-86,60-71-46,bank_transfer,loan repayment
TX00087,2025-04-21,CUST001,out,2706.03,USD,2492.66,US,84-48-81,57-13-86,bank_transfer,crypto
TX00088,2024-10-13,CUST020,out,4580.52,GBP,4580.52,AE,91-59-89,48-83-52,bank_transfer,consultancy
TX00089,2024-10-24,CUST002,out,4979.84,GBP,4979.84,AE,40-68-17,59-58-47,card,invoice
TX00090,2025-09-22,CUST018,out,2957.33,EUR,2344.32,FR,93-12-62,88-52-35,bank_transfer,invoice
TX00091,2025-04-08,CUST007,out,2251.24,GBP,2251.24,DE,22-87-47,79-82-45,bank_transfer,crypto
TX00092,2025-02-19,CUST007,in,4747.6,USD,3584.46,TR,92-81-76,12-06-42,bank_transfer,consultancy
TX00093,2025-07-17,CUST007,in,4157.6,EUR,3427.09,TR,39-42-99,28-76-00,cash,loan repayment
TX00094,2024-12-14,CUST005,out,4002.64,GBP,4002.64,GB,26-01-45,40-75-41,bank_transfer,consultancy
TX00095,2025-02-13,CUST002,in,3721.5,EUR,2858.82,AE,70-57-99,56-65-75,bank_transfer,crypto
TX00096,2025-06-15,CUST008,in,3649.85,EUR,3696.83,NG,92-03-07,71-51-54,card,
TX00097,2025-06-09,CUST015,in,4501.37,USD,4793.86,AE,26-35-79,91-74-70,card,gift
TX00098,2025-04-14,CUST020,out,2295.89,EUR,2199.74,AE,93-83-98,80-92-27,cash,crypto
TX00099,2025-01-25,CUST014,out,4145.73,USD,3936.76,AE,50-54-40,95-32-47,bank_transfer,invoice
TX00100,2025-05-31,CUST003,in,4167.27,GBP,4167.27,FR,22-95-94,57-16-71,bank_transfer,salary
TX00101,2025-07-15,CUST018,out,3366.57,USD,3070.85,FR,16-36-76,49-45-13,card,salary
TX00102,2025-01-17,CUST005,out,1160.01,GBP,1160.01,DE,81-47-14,45-73-28,cash,loan repayment
TX00103,2025-07-15,CUST020,in,3064.52,EUR,3670.3,US,13-23-34,99-97-39,cash,gift
TX00104,2024-10-04,CUST006,in,2853.29,USD,2116.43,GB,21-95-67,37-48-53,cash,gift
TX00105,2024-12-20,CUST012,out,3621.9,EUR,3831.01,GB,29-20-96,89-06-86,bank_transfer,gift
TX00106,2025-05-15,CUST014,out,3055.03,USD,2639.24,AE,54-55-14,46-86-86,card,crypto
TX00107,2025-06-27,CUST010,in,1141.57,EUR,836.62,TR,48-27-98,27-97-32,cash,gift
TX00108,2024-12-01,CUST001,out,3747.72,GBP,3747.72,RU,58-68-90,39-64-71,card,loan repayment
TX00109,2025-03-31,CUST003,out,4315.73,GBP,4315.73,FR,12-58-09,50-73-54,card,crypto
TX00110,2025-09-29,CUST014,out,620.11,GBP,620.11,DE,31-79-58,98-46-11,cash,loan repayment
TX00111,2024-11-24,CUST008,out,2964.91,EUR,2215.35,US,53-28-42,31-09-65,card,
TX00112,2025-06-29,CUST017,in,4534.32,USD,4129.22,RU,40-13-18,42-25-22,card,consultancy
TX00113,2025-09-01,CUST003,in,4758.9,EUR,4742.1,NG,97-72-82,91-79-41,card,gift
TX00114,2024-12-17,CUST015,in,2371.16,EUR,2090.63,US,85-07-45,74-09-39,cash,crypto
TX00115,2024-10-20,CUST002,out,4166.9,GBP,4166.9,AE,88-76-64,59-59-74,card,loan repayment
TX00116,2024-10-22,CUST015,in,1641.56,USD,1642.91,GB,67-13-43,20-64-82,bank_transfer,
TX00117,2025-02-04,CUST015,out,2644.14,EUR,2102.75,DE,46-49-52,53-86-76,bank_transfer,loan repayment
TX00118,2025-08-20,CUST011,in,1681.97,EUR,1861.99,US,42-92-84,87-19-42,bank_transfer,salary
TX00119,2025-09-05,CUST005,out,1585.65,EUR,1774.48,FR,26-76-90,20-39-71,cash,invoice
TX00120,2025-03-18,CUST005,in,3247.82,USD,3264.36,GB,56-39-23,37-43-98,cash,consultancy
TX00121,2025-01-24,CUST005,in,431.97,GBP,431.97,GB,94-43-98,89-16-76,cash,consultancy
TX00122,2024-12-23,CUST006,in,3619.86,GBP,3619.86,FR,56-86-92,40-56-78,cash,loan repayment
TX00123,2025-05-18,CUST008,in,1581.87,USD,1965.29,TR,57-86-73,66-59-98,cash,loan repayment
TX00124,2025-04-14,CUST017,out,4833.03,GBP,4833.03,RU,42-06-82,71-47-70,bank_transfer,invoice
TX00125,2025-06-22,CUST004,out,465.18,GBP,465.18,US,67-65-18,65-11-28,cash,gift
TX00126,2024-10-14,CUST014,in,2012.45,USD,1693.41,AE,57-28-03,50-12-91,card,gift
TX00127,2024-12-14,CUST005,in,1470.05,USD,1642.99,RU,70-57-78,10-10-02,cash,consultancy
TX00128,2024-12-16,CUST018,out,600.37,USD,505.86,AE,16-30-53,91-79-58,bank_transfer,
TX00129,2025-06-13,CUST020,in,3178.18,EUR,2686.08,RU,47-54-00,88-45-30,card,crypto
TX00130,2025-01-04,CUST003,out,385.01,EUR,395.19,GB,59-60-05,91-49-47,cash,invoice
TX00131,2024-10-09,CUST012,in,1756.77,EUR,1922.37,AE,84-94-96,52-17-05,cash,salary
TX00132,2025-03-23,CUST006,out,4905.05,USD,5292.75,RU,18-91-99,68-04-37,bank_transfer,
TX00133,2025-01-11,CUST002,out,4670.19,EUR,4385.0,NG,42-04-96,92-24-36,cash,loan repayment
TX00134,2024-10-25,CUST011,out,666.15,USD,640.95,FR,66-49-43,33-63-88,cash,gift
TX00135,2025-06-23,CUST009,in,3649.05,GBP,3649.05,FR,87-23-69,47-41-13,bank_transfer,gift
TX00136,2025-09-04,CUST010,out,2257.28,EUR,2157.21,NG,54-57-05,55-78-55,cash,invoice
TX00137,2024-10-30,CUST003,out,1848.39,EUR,2047.36,GB,28-77-86,66-04-16,bank_transfer,consultancy
TX00138,2025-08-27,CUST012,out,1945.13,EUR,1399.39,RU,96-57-47,57-56-97,bank_transfer,salary
TX00139,2024-12-10,CUST017,out,2020.27,EUR,1752.01,AE,13-94-23,73-66-49,card,
TX00140,2025-02-12,CUST009,out,1112.12,EUR,969.04,NG,35-15-17,19-57-22,card,crypto
TX00141,2024-11-14,CUST011,out,3562.23,EUR,3652.36,US,30-91-90,99-81-22,cash,salary
TX00142,2025-01-23,CUST004,in,3970.73,GBP,3970.73,NG,13-46-70,83-47-59,card,consultancy
TX00143,2025-08-10,CUST003,in,1580.99,EUR,1788.61,FR,62-73-09,26-40-82,bank_transfer,crypto
TX00144,2025-05-27,CUST017,out,685.26,EUR,742.74,RU,26-55-64,17-15-66,bank_transfer,gift
TX00145,2024-12-24,CUST006,out,4676.95,GBP,4676.95,DE,76-36-10,42-25-81,card,gift
TX00146,2024-12-04,CUST010,in,2537.74,GBP,2537.74,RU,31-84-79,87-43-72,bank_transfer,loan repayment
TX00147,2024-10-15,CUST003,in,4745.31,EUR,4075.24,TR,83-53-79,91-03-63,card,salary
TX00148,2025-02-26,CUST010,out,1262.15,EUR,1191.03,NG,19-88-07,30-56-53,cash,crypto
TX00149,2025-01-13,CUST011,in,1597.28,EUR,1424.12,DE,61-16-97,57-65-71,bank_transfer,gift
TX00150,2025-02-01,CUST015,in,1373.98,GBP,1373.98,RU,22-06-37,59-78-53,bank_transfer,loan repayment
TX00151,2024-12-21,CUST011,out,989.68,GBP,989.68,NG,75-59-63,49-63-02,bank_transfer,crypto
TX00152,2025-06-16,CUST015,in,1114.96,USD,813.02,US,73-76-83,96-60-36,card,
TX00153,2024-11-25,CUST014,in,4418.16,EUR,4062.35,FR,56-05-51,16-72-71,bank_transfer,gift
TX00154,2025-07-11,CUST010,in,1962.43,USD,2273.75,US,89-87-78,25-16-12,cash,gift
TX00155,2025-03-23,CUST018,out,3787.08,GBP,3787.08,FR,74-05-05,14-17-91,cash,loan repayment
TX00156,2025-05-31,CUST017,out,787.26,EUR,617.11,DE,30-50-78,48-75-43,card,loan repayment
TX00157,2025-06-18,CUST018,out,3558.26,USD,3504.66,GB,57-42-86,24-53-74,cash,loan repayment
TX00158,2025-09-18,CUST001,out,1364.38,EUR,1595.97,TR,16-74-61,31-67-80,card,salary
TX00159,2025-04-13,CUST005,in,206.27,EUR,157.99,GB,66-40-53,29-52-88,bank_transfer,crypto
TX00160,2025-06-14,CUST020,out,4370.45,EUR,4966.76,RU,76-26-71,51-84-61,card,crypto
TX00161,2025-03-10,CUST006,out,4565.01,USD,4691.75,US,88-61-24,41-35-71,cash,consultancy
TX00162,2025-03-02,CUST010,in,3466.69,USD,3086.13,DE,81-92-35,46-15-73,card,salary
TX00163,2025-04-13,CUST013,out,4775.31,GBP,4775.31,US,15-36-91,20-44-56,card,gift
TX00164,2025-06-03,CUST007,in,4148.36,USD,5226.16,US,27-13-78,85-30-31,bank_transfer,invoice
TX00165,2025-06-29,CUST008,in,309.83,USD,278.28,NG,22-87-98,27-00-70,bank_transfer,crypto
TX00166,2025-08-31,CUST016,out,3270.17,USD,2919.28,GB,21-83-73,39-68-94,card,loan repayment
TX00167,2024-10-20,CUST006,out,4417.11,GBP,4417.11,GB,60-63-23,47-04-01,cash,salary
TX00168,2025-08-05,CUST004,out,1458.58,EUR,1496.47,NG,27-64-59,44-24-14,cash,consultancy
TX00169,2025-05-23,CUST009,in,119.72,USD,140.61,TR,32-78-81,61-54-65,cash,
TX00170,2025-04-24,CUST004,in,4909.34,USD,4389.74,TR,10-33-49,40-57-96,cash,gift
TX00171,2025-03-04,CUST019,in,1344.69,USD,1500.22,GB,95-15-59,49-20-51,card,salary
TX00172,2025-09-26,CUST010,in,3211.62,USD,2956.38,TR,38-17-61,29-58-95,card,gift
TX00173,2025-05-01,CUST018,out,3798.89,EUR,4541.05,TR,97-96-76,20-67-57,card,invoice
TX00174,2025-04-04,CUST003,in,355.7,EUR,441.68,TR,83-68-19,31-41-66,cash,
TX00175,2025-09-14,CUST007,out,500.16,EUR,483.8,GB,68-16-65,63-58-72,bank_transfer,salary
TX00176,2025-05-25,CUST010,in,2009.95,GBP,2009.95,TR,84-09-05,64-44-89,bank_transfer,salary
TX00177,2024-10-31,CUST003,out,207.09,USD,167.33,RU,92-93-82,63-47-48,cash,loan repayment
TX00178,2025-04-12,CUST013,in,3429.52,EUR,4200.24,RU,93-44-15,32-68-50,card,consultancy
TX00179,2025-01-23,CUST001,in,4893.53,USD,5402.95,FR,78-48-29,41-58-44,bank_transfer,gift
TX00180,2025-01-05,CUST004,in,4056.92,USD,4336.66,GB,40-26-08,22-76-04,cash,salary
TX00181,2025-09-10,CUST002,in,3715.68,USD,3579.6,TR,17-17-64,47-29-93,card,gift
TX00182,2025-07-23,CUST020,out,1222.67,GBP,1222.67,TR,62-38-35,17-71-75,card,consultancy
TX00183,2025-08-17,CUST014,out,282.08,USD,356.82,FR,77-40-89,63-52-19,cash,crypto
TX00184,2025-01-03,CUST018,out,1242.79,GBP,1242.79,US,28-59-07,81-52-53,card,salary
TX00185,2024-12-08,CUST013,in,1312.23,USD,1427.74,NG,57-11-68,34-06-34,cash,invoice
TX00186,2025-08-06,CUST020,in,4374.42,GBP,4374.42,TR,71-26-42,48-01-27,bank_transfer,invoice
TX00187,2024-11-30,CUST016,in,3493.35,EUR,2874.01,TR,80-41-99,46-48-59,card,invoice
TX00188,2025-04-02,CUST010,out,1830.24,USD,1792.91,NG,50-26-47,50-52-05,card,loan repayment
TX00189,2025-01-22,CUST005,in,1340.83,EUR,1404.5,FR,47-19-25,52-29-48,card,loan repayment
TX00190,2025-02-03,CUST016,out,1323.77,USD,1694.3,NG,68-21-93,55-21-17,card,salary
TX00191,2025-06-08,CUST006,in,2643.52,GBP,2643.52,GB,10-52-17,90-29-08,card,consultancy
TX00192,2024-10-05,CUST007,out,1897.34,EUR,2054.13,NG,94-62-02,10-68-70,cash,
TX00193,2024-10-09,CUST017,out,2701.9,USD,1919.12,FR,32-13-12,77-19-30,bank_transfer,salary
TX00194,2025-06-27,CUST009,out,1373.26,USD,1026.39,FR,68-72-31,99-28-38,card,loan repayment
TX00195,2024-11-11,CUST002,in,2056.13,USD,2121.15,GB,91-01-89,31-10-63,cash,invoice
TX00196,2025-03-19,CUST019,in,4479.22,GBP,4479.22,TR,37-88-72,70-34-05,bank_transfer,invoice
TX00197,2025-02-21,CUST018,in,937.8,USD,665.27,TR,85-18-96,60-09-38,bank_transfer,salary
TX00198,2025-02-01,CUST019,out,3401.32,EUR,3057.92,RU,98-92-10,74-95-44,bank_transfer,
TX00199,2025-05-12,CUST008,in,1735.93,EUR,2209.69,FR,51-03-81,44-57-62,bank_transfer,gift
TX00200,2025-07-11,CUST013,out,969.4,EUR,1062.85,AE,89-37-31,19-10-34,bank_transfer,crypto
TX00201,2025-09-30,CUST005,out,1617.56,GBP,1617.56,AE,10-39-56,56-97-34,bank_transfer,consultancy
TX00202,2024-11-14,CUST006,out,2271.78,EUR,2288.74,AE,13-11-45,80-11-76,card,loan repayment
TX00203,2025-03-16,CUST013,in,1494.64,USD,1744.99,TR,83-66-21,97-48-21,bank_transfer,gift
TX00204,2025-03-04,CUST009,out,772.38,GBP,772.38,FR,45-53-38,71-09-46,cash,consultancy
TX00205,2025-08-17,CUST016,in,2316.42,GBP,2316.42,US,10-50-42,89-48-42,cash,gift
TX00206,2025-05-09,CUST020,in,1537.15,EUR,1949.67,TR,71-40-22,60-40-37,card,invoice
TX00207,2025-08-21,CUST016,in,1663.14,USD,1978.96,FR,56-14-72,35-75-69,bank_transfer,invoice
TX00208,2025-07-09,CUST001,out,4717.73,GBP,4717.73,NG,47-88-08,62-86-63,bank_transfer,invoice
TX00209,2025-03-05,CUST008,out,3310.38,EUR,3157.69,FR,19-57-76,71-74-51,card,salary
TX00210,2025-09-20,CUST014,in,3964.07,USD,4443.65,AE,23-98-31,94-85-45,bank_transfer,invoice
TX00211,2025-08-10,CUST002,out,4835.72,USD,6186.97,FR,23-01-12,43-28-65,card,salary
TX00212,2025-07-13,CUST019,in,2256.6,USD,2206.59,RU,54-03-61,23-37-53,bank_transfer,
TX00213,2024-12-12,CUST012,out,1748.18,GBP,1748.18,NG,54-60-12,66-92-89,cash,gift
TX00214,2024-11-04,CUST010,in,4060.42,GBP,4060.42,GB,53-82-13,96-21-94,bank_transfer,salary
TX00215,2024-12-29,CUST018,in,1688.4,USD,2152.84,TR,61-80-23,33-81-84,cash,crypto
TX00216,2024-10-15,CUST020,in,2275.4,USD,2123.63,TR,36-35-96,18-73-13,card,consultancy
TX00217,2025-04-06,CUST011,in,2314.87,USD,2551.96,NG,77-81-40,86-49-78,cash,salary
TX00218,2024-11-28,CUST012,out,4235.31,EUR,3403.14,US,88-75-10,96-17-40,bank_transfer,consultancy
TX00219,2025-03-06,CUST004,in,1897.87,GBP,1897.87,FR,63-76-17,83-49-54,bank_transfer,crypto
TX00220,2025-08-22,CUST018,in,2796.82,USD,2442.47,RU,50-57-79,16-45-01,cash,consultancy
TX00221,2025-01-08,CUST013,out,2075.22,USD,1970.17,NG,72-21-10,82-03-97,bank_transfer,gift
TX00222,2024-10-17,CUST009,in,2711.16,GBP,2711.16,NG,82-95-98,73-70-65,bank_transfer,salary
TX00223,2024-11-28,CUST009,out,2733.11,GBP,2733.11,NG,79-27-54,23-94-83,bank_transfer,gift
TX00224,2024-10-17,CUST015,out,1775.46,GBP,1775.46,NG,25-99-30,36-94-75,card,gift
TX00225,2025-09-29,CUST020,out,871.61,GBP,871.61,TR,36-07-72,54-68-35,card,salary
TX00226,2024-12-26,CUST011,out,1482.2,USD,1884.53,AE,27-96-52,17-35-83,bank_transfer,invoice
TX00227,2024-12-07,CUST008,in,3571.4,GBP,3571.4,FR,72-18-73,90-34-80,cash,crypto
TX00228,2025-05-20,CUST003,in,2044.11,EUR,1772.11,DE,68-62-41,84-00-99,card,
TX00229,2025-05-23,CUST012,in,3988.61,USD,3313.33,FR,37-63-34,51-36-43,card,salary
TX00230,2024-12-06,CUST019,out,3952.1,EUR,4573.97,GB,22-80-58,12-15-20,cash,crypto
TX00231,2024-10-01,CUST014,in,4978.69,GBP,4978.69,US,30-35-11,93-46-32,bank_transfer,gift
TX00232,2025-09-06,CUST006,in,2011.89,USD,2284.69,TR,64-83-11,22-00-27,cash,
TX00233,2024-12-07,CUST019,in,2621.25,USD,1849.48,DE,25-54-88,26-61-09,bank_transfer,crypto
TX00234,2024-11-15,CUST004,in,1601.09,USD,1252.5,RU,92-86-18,18-67-72,bank_transfer,salary
TX00235,2025-08-29,CUST006,out,1788.38,GBP,1788.38,RU,62-78-87,66-27-11,bank_transfer,consultancy
TX00236,2024-12-03,CUST019,out,1790.1,USD,1590.87,RU,41-35-82,20-31-70,card,salary
TX00237,2025-08-08,CUST010,in,4247.07,EUR,5204.77,TR,76-77-65,34-95-50,cash,invoice
TX00238,2024-10-28,CUST008,out,1960.13,GBP,1960.13,NG,91-76-09,77-01-46,cash,consultancy
TX00239,2025-04-17,CUST019,out,1858.79,EUR,1493.84,NG,19-02-75,18-01-33,bank_transfer,
TX00240,2024-10-31,CUST013,out,3161.42,EUR,3668.09,FR,99-51-10,91-68-68,card,consultancy
TX00241,2025-02-20,CUST003,out,441.16,GBP,441.16,RU,78-41-50,85-81-97,card,invoice
TX00242,2025-08-26,CUST003,out,3508.45,EUR,4462.95,TR,17-31-11,65-14-58,card,salary
TX00243,2024-10-29,CUST010,in,641.24,EUR,501.66,GB,30-63-44,76-66-92,cash,consultancy
TX00244,2025-04-09,CUST005,out,3678.03,GBP,3678.03,GB,52-54-34,77-08-33,card,salary
TX00245,2025-08-18,CUST003,out,2303.23,USD,1688.87,RU,57-20-32,23-73-86,card,
TX00246,2025-01-25,CUST017,in,267.99,GBP,267.99,TR,15-60-46,59-19-22,bank_transfer,salary
TX00247,2025-09-01,CUST014,in,1642.92,USD,2052.85,DE,44-09-73,57-15-64,card,
TX00248,2024-12-31,CUST008,in,4772.69,GBP,4772.69,NG,46-99-39,51-11-70,cash,
TX00249,2025-04-07,CUST007,out,2840.84,USD,3249.2,TR,69-47-75,73-98-99,bank_transfer,invoice
TX00250,2025-07-07,CUST008,in,81.57,USD,58.27,DE,91-88-01,52-00-97,card,crypto
TX00251,2025-03-07,CUST004,in,2672.58,GBP,2672.58,FR,72-07-18,45-11-05,bank_transfer,loan repayment
TX00252,2025-06-24,CUST014,out,2319.37,EUR,1741.71,AE,74-17-81,60-09-75,card,
